smiles,order,ma_exact,ma_heur
[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],1,4.0,5.39
[H]O[C@]12C(=O)[C@]([H])(C1([H])[H])[C@]2([H])C([H])([H])[H],1,6.0,8.0
[H]C#C[C@@]1(C([H])([H])OC([H])([H])[H])OC1([H])[H],1,5.0,6.5
[H]OC([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,1,4.0,5.09
[H]C#CC([H])([H])C#CC([H])([H])[H],2,3.0,4.58
[H]O[C@]1([H])[C@@]2([H])[N@@H+](C([H])([H])[H])[C@@]2([H])[C@]1([H])C([H])([H])[H],1,6.0,8.32
[H]OC([H])([H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1,5.0,5.46
[H][N-]C1OC(=O)N=C([H])O1,1,5.0,5.96
[H][N-]C1OC([H])([H])[C@]1([H])[NH+](C([H])([H])[H])C([H])([H])[H],1,6.0,6.82
[H]O[C@]1([H])[C@]2([H])O[C+]([H])[NH2+][C@@]21C([H])([H])[H],1,7.0,8.09
[H]C([H])([H])C#C[C@]1([H])O[C@]1([H])C([H])([H])C([H])([H])[H],1,6.0,6.67
[H]OC([H])([H])[C@]1([H])O[C@]1([H])C(=O)C([H])([H])[H],1,5.0,6.5
[H]OC([H])([H])[C@]1(C([H])([H])[H])[N@@H+](C([H])([H])C([H])([H])[H])C1([H])[H],1,5.0,6.96
[H]OC([H])([H])C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],1,5.0,6.96
[H]C([H])([H])[N@H+]1[C@@]2([H])[C@]1([H])[C@@]1([H])[C@]([H])(C([H])([H])[H])[C@@]21[H],2,6.0,9.82
[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])OC([H])([H])[C@@]12[H],1,4.0,8.17
[H]C1([H])[N@H+]2[C@@](C#N)(C([H])([H])[H])[C@@]2([H])C1([H])[H],1,5.0,8.09
[H]C([H])([H])C([H])([H])C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],2,4.0,5.46
[H]C#C[C@@]1(C([H])([H])[H])OC([H])([H])OC1([H])[H],1,5.0,6.5
[H]C#C[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])=O,2,5.0,6.5
[H]C([H])([H])[C@@]12C([H])([H])[C@@]3([H])O[C@]1([H])C([H])([H])[C@@]23[H],1,4.0,9.67
[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])C#N,1,5.0,5.0
[H]c1nc(C([H])([H])[H])nc(N([H])[H])c1[H],1,5.0,6.41
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],1,4.0,5.25
[H]C1([H])O[C@@]2(C([H])([H])C1([H])[H])C([H])([H])[C@]2([H])C([H])([H])[H],1,5.0,8.32
[H]C(=O)C(=O)OC([H])([H])C#N,2,5.0,4.46
[H]N1[C@@]([H])(C#N)C([H])([H])[C@]1([H])C#N,1,4.0,6.2
[H]N1C([H])([H])[C@]1([H])[C@]1([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],1,4.0,8.32
[H]O[C@]1([H])C([H])=C([H])C(=O)N([H])C1([H])[H],1,6.0,6.41
[H]C1([H])[N@@H+]2C([H])([H])[C@]2([H])C2(C1([H])[H])C([H])([H])C2([H])[H],1,5.0,9.82
[H]N1[C@]2([H])[C@]3([H])N([H])[C@]3(C([H])([H])C([H])([H])[H])[C@]12[H],1,5.0,9.67
[H]C1=C2C([H])([H])C([H])([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],1,5.0,8.32
[H]C([H])([H])[NH2+]C1OC([H])([H])C(=O)C1([H])[H],1,6.0,6.67
[H]C1=C([H])C([H])([H])C([H])([H])C1=O,2,4.0,6.08
[H]C([H])([H])C#C[C@]1([H])C(=O)OC1([H])[H],1,6.0,6.31
[H]N(C([H])([H])[H])[C@]1([H])C([NH2+]C([H])([H])[H])OC1([H])[H],1,5.0,6.89
[H]O[C@]1([H])C([H])([H])N([H])C(=O)C([H])([H])C1([H])[H],1,5.0,6.59
[H]C(=O)C(=O)[C@]1([H])OC1([H])[H],1,5.0,5.96
[H]C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],1,6.0,8.46
[H]C1([H])OC([H])([H])[C@]2([H])O[C@]2([H])C1([H])[H],1,4.0,7.91
[H]C1=C([H])[C@@]2([H])[NH2+][C+]([H])O[C@@]2([H])C1([H])[H],1,7.0,8.09
[H]C#CC#CC(=O)C([H])([H])C([H])([H])[H],1,5.0,4.81
[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])O[C@]([H])(C([H])([H])[H])C1([H])[H],1,4.0,6.96
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])O[C@]1([H])C([H])([H])[H],1,5.0,6.96
[H]C([H])([H])[C@@]12C([H])([H])C([H])([H])[C@@]3([H])O[C@]1([H])[C@@]23[H],1,4.0,9.67
[H]C1([H])C(=O)[C@]2([H])O[C@]([H])(C1([H])[H])C2([H])[H],1,5.0,8.0
[H]O[C@@]([H])(C#N)C1([H])C([H])([H])OC1([H])[H],1,5.0,6.41
[H]C#CC([H])([H])C([H])([H])C(=O)C([H])([H])[H],2,4.0,4.91
[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12C([H])([H])[H],1,4.0,8.46
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],1,4.0,5.46
[H]N([H])[C@]1([H])OC(=O)C([H])([H])[N@@H+]1C([H])([H])[H],1,7.0,6.59
[H]N1[C@@]2([H])[C@]1([H])[C@]1([H])[N@@H+](C1([H])[H])[C@@]2([H])C([H])([H])[H],1,4.0,9.75
[H]C#CC([H])([H])C(=O)N([H])[H],1,4.0,4.46
[H]Oc1nn(C([H])([H])[H])nc1[H],1,5.0,6.08
[H]c1c([H])c([H])n(C([H])([H])C([H])([H])C([H])([H])[H])c1[H],2,6.0,6.75
[H]N(C([H])([H])C#N)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C(=O)[C@]1([H])C([H])([H])[H],1,5.0,6.82
[H]C1([H])[N@@H+]2[C@]3([H])[C@@]1([H])[C@]3([H])[C@]2([H])C#N,1,6.0,9.41
[H]C1([H])O[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])C1([H])[H])C2([H])[H],1,5.0,8.32
[H]C#CC([H])(C#C[H])C([H])([H])C([H])([H])C([H])([H])[H],2,5.0,5.17
[H]OC([H])([H])[C@@]([H])(C#N)[C@]1([H])OC1([H])[H],1,5.0,6.41
[H]C1=C([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C2([H])[H],2,4.0,8.32
[H]OC1(C([H])=O)C([H])([H])C(=O)C1([H])[H],1,5.0,6.31
[H]N1[C@@]2([H])[C@]1([H])[C@@]1([H])C(=O)[C@]2([H])N1[H],2,5.0,9.31
[H]C1=C(C([H])([H])[H])[C@]2([H])OC([H])([H])[C@@]1([H])C2([H])[H],1,5.0,8.17
[H]C#C[C@]([H])(C([H])=O)[NH+]1C([H])([H])C1([H])[H],1,6.0,6.5
[H]N1[C@@]2([H])C([H])([H])OC(=O)C([H])([H])[C@@]12[H],1,6.0,7.91
[H]C([H])([H])C1(C#N)C([H])([H])C([H])([H])C1([H])[H],2,4.0,6.5
[H]C([H])([H])N(C(=O)C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],1,6.0,6.75
[H]C#C[C@@]12C([H])([H])O[C@]1([H])C2([H])[H],1,5.0,7.7
[H]C1=C([H])C([H])([H])C2(C1([H])[H])C([H])([H])C2([H])[H],4,5.0,8.09
[H]C([H])([H])[C@@]1([H])O[C@@]2([H])C([H])([H])[C@@]2([H])C1=O,1,5.0,8.0
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])[H],1,6.0,5.17
[H]C1([H])C([H])([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])C1([H])[H],2,4.0,8.25
[H]c1c(C([H])([H])[H])c([H])n(C([H])([H])[H])c1C([H])([H])[H],1,5.0,6.75
[H]OC(=O)[C@]1([H])[C@]2([H])N([H])C([H])([H])[C@]12[H],1,6.0,7.91
[H]C(=O)[C@]1([H])[C@]2([H])C([H])=C([H])C([H])([H])[C@@]21[H],1,6.0,8.0
[H]O[C@]1([H])C([H])([H])[C@@]1(OC([H])([H])C([H])([H])[H])C([H])([H])[H],1,4.0,6.82
[H]O[C@]1([H])[C@]2([H])N([H])C(=O)C([H])([H])[C@]12[H],2,6.0,7.91
[H]OC([H])([H])[C@@]12C(=O)C([H])([H])[N@@H+]1C2([H])[H],1,6.0,8.0
[H]c1oc(C([H])([H])[H])nc1C([H])([H])[H],2,6.0,6.31
[H]C([H])([H])[C@@]1([H])[NH2+][C@H]2O[C@]3([H])[C@@]2([H])[C@@]31[H],1,6.0,9.67
[H]C([H])([H])[C@]12C([H])([H])C(=O)[C@]([H])(C1([H])[H])C2([H])[H],2,4.0,8.17
[H]C([H])([H])[C@]1([H])[C@@]2([H])C(=O)[C@]1([H])[C@@]2([H])C([H])([H])[H],2,4.0,8.17
[H]O[C@@]12C([H])([H])[C@@]3([H])[C@@](C([H])([H])[H])(C1([H])[H])[C@@]23[H],1,5.0,9.67
[H][N-][C@@H]1OC([H])([H])[C@@]([H])(O[H])C([H])([H])C1([H])[H],1,5.0,6.67
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],1,3.0,7.08
[H]C([H])([H])C1=NC([H])([H])C(=O)O1,2,5.0,6.08
[H]OC1([C@@]([H])(OC([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],1,5.0,6.82
[H]C(=O)[C@]1([H])OC1(C([H])([H])[H])C([H])([H])[H],1,4.0,6.41
[H][C+]1[NH2+][C@]2([H])C(=O)[C@]([H])(N1[H])C2([H])[H],1,5.0,8.0
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1=O,1,5.0,6.41
[H]C(=O)O[C@]([H])(C([H])([H])[H])[C@]1([H])OC1([H])[H],1,5.0,6.5
[H]C#CC(=O)[C@]1([H])OC([H])([H])C1([H])[H],1,5.0,6.31
[H]OC(=O)[C@]1([H])C([H])([H])N([H])[C@]1([H])C([H])([H])[H],1,6.0,6.59
[H]C#C[C@@]([H])([NH2+][C+]([H])OC([H])([H])[H])C([H])([H])[H],1,6.0,5.25
[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],1,5.0,6.96
[H]C1([H])OC(C#N)(C#N)C1([H])[H],2,5.0,6.08
[H]C1=C(C([H])([H])[H])[C@]2([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],2,4.0,8.32
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[H],1,3.0,7.08
[H]OC([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])[C@@]1([H])O[H],1,5.0,6.67
[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[H])[C@@]2([H])C([H])([H])[C@]21[H],2,5.0,8.17
[H]C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],2,4.0,8.0
[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C1([H])[H],1,5.0,6.59
[H]c1nnn([H])c1C([H])([H])[H],2,5.0,5.96
[H]C1([H])[C@@]2([H])C([H])([H])[C@]3([H])O[C@]([H])(C2([H])[H])[C@]13[H],2,4.0,9.67
[H]C#C[C@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H],1,5.0,5.09
[H]C([H])([H])C([H])([H])OC1[NH2+]C([H])([H])C([H])([H])C1([H])[H],1,6.0,6.96
[H]C(=O)[C@@]1([H])OC([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],1,6.0,8.0
[H]N([H])[C@]1(C([H])([H])[H])C([H])([H])N([H])[C@@]1([H])C#N,1,5.0,6.59
[H]C#CC(C#N)(C#N)N([H])[H],1,5.0,4.46
[H]N1[C@]2([H])C(=O)[C@@]1([H])[C@]2([H])C([H])([H])[H],2,5.0,7.81
[H]OC([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])O[H],2,4.0,5.46
[H]N1[C@@]2(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]12[H],1,5.0,8.39
[H][N-]c1n([H])c(O[H])n[n+]1[H],2,5.0,5.96
[H]Oc1nc([H])c(C([H])([H])[H])c([H])c1[H],1,6.0,6.41
[H]C1([H])[N@@H+]2[C@@]3([H])[C@]([H])(C#N)[C@]2([H])[C@@]13[H],2,6.0,9.41
[H]C1=C2C([H])([H])[C@]([H])(C([H])([H])[H])[C@]2([H])C([H])([H])C1([H])[H],1,4.0,8.32
[H]OC([H])([H])C([H])([H])[C@]([H])(OC([H])([H])[H])C([H])=O,1,5.0,5.17
[H]C#CC([H])([H])OC(=O)C([H])([H])N([H])[H],2,5.0,4.91
[H]O[C@]1([H])[C@]([H])(C([H])=O)[C@]1([H])C([H])=O,1,5.0,6.31
[H]c1nnoc1N([H])C([H])([H])[H],1,6.0,6.08
[H][N-][C+]([H])OC(=O)N([H])C([H])=O,1,5.0,4.58
[H]C([H])([H])OC1(C([H])([H])C#N)C([H])([H])C1([H])[H],1,6.0,6.59
[H][N-]c1oc(OC([H])([H])[H])c([H])[n+]1[H],2,6.0,6.31
[H]N1C([H])([H])[C@]1([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],1,6.0,6.67
[H][N-][C+]([H])O[C@@]1([H])C([H])([H])[C@@]1([H])C#N,1,6.0,6.31
[H]ONC1C([H])([H])C([H])([H])[C@@]1([H])C([H])=O,1,6.0,6.59
[H]C(=O)C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])[H],1,5.0,5.09
[H]C(=O)OC([H])([H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],1,6.0,6.67
[H]C(=O)C([H])([H])[C@@]1(C([H])([H])[H])N([H])C1([H])[H],1,4.0,6.5
[H]C1([H])[C@]2([H])C([H])([H])[C@@]([H])(C2([H])[H])[C@@]2([H])O[C@@]12[H],1,5.0,9.67
[H]O[C@]([H])(C([H])([H])[H])C1(C([H])=O)C([H])([H])C1([H])[H],1,5.0,6.67
[H]C1([H])OC([H])([H])C([H])([H])[C@]([H])(C#N)O1,1,5.0,6.41
[H]C([H])([H])[C@]12OC([H])([H])[C@]3([H])[N@H+](C1([H])[H])[C@]23[H],1,6.0,9.67
[H][N-]C1O[C@@]2(C([H])([H])[H])C([H])([H])O[C@@]12[H],1,4.0,8.0
[H]O/N=C(/C#CC([H])([H])[H])C([H])([H])C([H])([H])[H],1,6.0,5.09
[H]c1o[c+]([H])c([H])c(NC([H])([H])[H])c1[H],1,6.0,6.5
[H]c1c([H])c([H])n(C([H])([H])[H])c1[H],2,4.0,6.2
[H]OC(C#N)(C([H])([H])[H])C([H])([H])[H],2,4.0,4.7
[H]C(=O)O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H]OC([H])([H])C1([H])C([H])([H])OC([H])([H])OC1([H])[H],1,4.0,6.67
[H]OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])C#N,1,4.0,5.09
[H]C1=C(C#N)[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],2,6.0,7.91
[H]C(=O)C([H])([H])[NH2+]C1OC([H])([H])C1([H])[H],1,6.0,6.67
[H]O[C@]1([H])[C@]2([H])C([H])([H])[C@]2([H])C([H])([H])[C@]1([H])O[H],1,5.0,8.17
[H]C1=C(C([H])([H])[H])C([H])([H])[C@]2([H])C([H])([H])O[C@]12[H],1,6.0,8.17
[H]C#CC(=O)C#CC([H])=O,2,4.0,4.32
[H]C([H])([H])C([H])([H])[C@@]1([H])O[C@@]2([H])C([H])([H])C([H])([H])[C@]21[H],1,5.0,8.32
[H]c1c(N(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c1[H],1,5.0,6.67
[H]N([H])C([H])([H])c1nnnn1[H],2,6.0,6.08
[H]C1=C(C#N)C([H])([H])C([H])([H])C1([H])[H],1,5.0,6.31
[H]O[C@]1(C([H])([H])[H])C([H])=C([H])[C@@]2([H])C([H])([H])[C@]21[H],1,6.0,8.17
[H]C#CC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],1,5.0,5.17
[H]C(=O)O[C@@]([H])(C#CC([H])([H])[H])C([H])([H])[H],1,6.0,5.0
[H]C(=O)C(OC([H])([H])[H])(C([H])=O)C([H])([H])[H],1,5.0,5.0
[H]OC([H])([H])C([H])([H])C(=O)[C@]1([H])OC1([H])[H],1,5.0,6.5
[H]C1=C([H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C1([H])[H],1,5.0,6.82
[H]C([H])([H])C([H])([H])C([H])([H])[C@@]12OC([H])([H])[C@]1([H])C2([H])[H],1,5.0,8.32
[H]C(=O)N1C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],2,6.0,6.75
[H]C1([H])C(=O)[C@]([H])([NH+]2C([H])([H])C2([H])[H])C1([H])[H],1,7.0,8.17
[H]N1C(=O)O[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],2,7.0,7.91
[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]([H])(C#N)[C@@]1([H])C([H])([H])[H],1,5.0,6.75
[H][N-]c1oc(C#N)c([H])[n+]1[H],2,7.0,5.96
[H]O[C@]1([H])[C@]2([H])C([H])=C([H])[C@]([H])(C([H])([H])[H])[C@]12[H],1,6.0,8.17
[H][N-][C@H]1[N@H+]2[C@@]3([H])[C@]1(O[H])C([H])([H])[C@@]23[H],1,6.0,9.5
[H]O[C@@]1(C([H])([H])[H])C([H])([H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],1,4.0,6.82
[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H],2,5.0,6.67
[H]C#CC(OC([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],2,5.0,5.32
[H]Oc1nc([H])n([H])c1N([H])[H],2,6.0,6.08
[H]O[C@@]1([H])[C@@]([H])(O[H])[C@@]1(O[H])C([H])([H])C([H])([H])[H],1,4.0,6.67
[H]/N=C(\[H])N1C(=O)[C@@]([H])(O[H])C1([H])[H],1,6.0,6.31
[H]Oc1nc(C([H])=O)c([H])n1[H],2,7.0,6.08
[H]C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]1([H])OC1([H])[H],1,6.0,6.67
[H]C#C[C@]1([H])C([H])([H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],1,5.0,6.67
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])=O,1,4.0,4.91
[H]OC([H])([H])C([H])([H])[C@]1([H])OC1([H])[H],2,3.0,6.31
[H]C([H])([H])C([H])([H])[C@]1([C@]2([H])OC2([H])[H])OC1([H])[H],1,4.0,8.17
[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],2,4.0,6.75
[H]C#C[C@]12N([H])[C@@]1([H])[C@@]([H])(O[H])C2([H])[H],1,6.0,7.91
[H]c1oc(C([H])([H])[H])c(C([H])([H])[H])c1[H],2,4.0,6.41
[H]C#C[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H],1,4.0,5.0
[H]C([H])([H])[C@@]1([H])[C@]2([H])[C@]3([H])C([H])([H])[C@@]([H])(C3([H])[H])[C@]12[H],2,4.0,9.82
[H]C([H])([H])C([H])([H])[C@@]1([H])[C@@]2([H])O[C@@]([H])(C([H])([H])[H])[C@]21[H],1,5.0,8.32
[H]C#CC([H])([H])[C@]1(C([H])([H])[H])[N@@H+](C([H])([H])[H])C1([H])[H],1,5.0,6.82
[H]C1([H])O[C@@]([H])(C2([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],1,5.0,8.32
[H]C([H])([H])C([H])([H])C([H])([H])[H],4,1.0,4.46
[H]OC([H])([H])[C@]1([H])C([H])([H])OC([H])([H])C1([H])[H],2,4.0,6.59
[H]OC([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.25
[H]C#Cc1nc(N([H])[H])c([H])n1[H],1,7.0,6.2
[H]C1=C([H])[C@@]([H])(C([H])([H])[H])OC12C([H])([H])C2([H])[H],1,5.0,8.17
[H][N-][C@@H]1OC([H])([H])[C@]1(C#N)O[H],1,5.0,6.2
[H]C([H])([H])[N@@H+]1[C@]2(C([H])([H])[H])C([H])([H])C(=O)[C@]12[H],1,6.0,8.17
