mol_index,smiles,assembly_index,current_pg,current_order,trusted_pg,trusted_order,tolerance,exact_label_match,order_match,order_abs_delta,current_pg_coarse,trusted_pg_coarse,coarse_label_match,coarse_order_match
21507,N/N=C/NN.O=C=O,5.0,C1,1,C2v,4,0.5,False,False,3,LOW_SYM,C2v,False,False
116092,[H]OC([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])O[H],4.0,C1,1,C2v,4,0.5,False,False,3,LOW_SYM,C2v,False,False
121595,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],4.0,C1,1,C2v,4,0.5,False,False,3,LOW_SYM,C2v,False,False
121594,[H]C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H],4.0,C1,1,C2v,4,0.5,False,False,3,LOW_SYM,C2v,False,False
121591,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],4.0,C1,1,C2v,4,0.5,False,False,3,LOW_SYM,C2v,False,False
121597,[H]OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])O[H],3.0,C1,1,C2v,4,0.5,False,False,3,LOW_SYM,C2v,False,False
55340,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H],4.0,C1,1,C2v,4,0.5,False,False,3,LOW_SYM,C2v,False,False
4398,[H]N([H])c1oc(=O)oc1N([H])[H],5.0,C2v,4,C1,1,0.5,False,False,3,C2v,LOW_SYM,False,False
866,[H]c1c(N([H])[H])oc(N([H])[H])c1[H],4.0,C2v,4,C1,1,0.5,False,False,3,C2v,LOW_SYM,False,False
11039,[H]OC([H])([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])O[H])C1([H])[H],4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
984,[H]c1c(N([H])[H])c(N([H])[H])c([H])n1[H],4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
4317,[H]c1c([H])c(N([H])[H])c([H])c(N([H])[H])c1[H],4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
24699,[H]n1c2c(n([H])c1=O)OC([H])([H])O2,6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
986,[H]c1oc([H])c(N([H])[H])c1N([H])[H],4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
987,[H]Oc1c(O[H])c([H])n([H])c1[H],4.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
24708,[H]C1([H])Oc2oc(=O)oc2O1,5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
37638,[H]C1([H])OC([H])([H])C2=C1[C@]1([H])C([H])([H])[C@@]2([H])C1([H])[H],5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
59515,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],3.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
27480,[H]c1c(C([H])([H])[H])nc(N([H])[H])nc1C([H])([H])[H],7.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
4293,[H]c1nc([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],5.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
37233,[H]C1([H])[C@@]2([H])[C@]3([H])O[C@@]4([H])[C@]([H])(C([H])([H])[C@]42[H])[C@]13[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
37238,[H]N1[C@@]2([H])[C@]3([H])O[C@@]4([H])[C@]([H])(N([H])[C@]42[H])[C@]13[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
547,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],3.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
546,[H]C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H],3.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
14670,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
4318,[H]c1nc([H])c(N([H])[H])c([H])c1N([H])[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
2421,[H]C1([H])O[C@]2([H])C([H])([H])[C@]([H])(O1)C2([H])[H],4.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
32043,[H]OC([H])([H])c1c([H])oc([H])c1C([H])([H])O[H],5.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
42878,[H]C1([H])C(=O)C([H])([H])C1(C#N)C#N,5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
27516,[H]Oc1nc(O[H])c([H])c(N([H])[H])c1[H],6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
42876,[H]C#CC1(C#C[H])C([H])([H])C(=O)C1([H])[H],5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
130364,O=c1nc(F)oc(F)n1,5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
27507,[H]c1c(N([H])[H])c([H])c(N([H])[H])c([H])c1N([H])[H],4.0,D2d,4,Cs,2,0.5,False,False,2,D2d,LOW_SYM,False,False
865,[H]c1c([H])c(N([H])[H])n([H])c1N([H])[H],4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
42743,[H]C1([H])C(=O)[C@]2([H])C([H])([H])[C@]([H])(C1=O)C2([H])[H],4.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
7071,[H]C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
116104,[H]C([H])([H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
72611,[H]N([H])C1=C(N([H])[H])C(=O)C([H])([H])C1=O,5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
127368,[H][N-]C1=C([H])N=NC([H])=C([N-][H])N1[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
41656,[H]C#C/C(=N\[H])N([H])/C(C#C[H])=N/[H],4.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
130081,[H]c1nc([H])nc([N+](=O)[O-])n1,6.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
130078,[H]c1nc([N+](=O)[O-])nc([H])c1[H],7.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
72613,[H]N([H])C1=C(N([H])[H])C(=O)N([H])C1=O,5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
27500,[H]N([H])c1nc(C([H])([H])[H])nc(C([H])([H])[H])n1,5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
37244,[H]C1([H])[C@@]2([H])[C@@]3([H])O[C@]4([H])[C@]([H])(C([H])([H])[C@]32[H])[C@]14[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
14668,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
2103,[H][N-]C1=C([N-][H])OC([H])([H])O1,4.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
938,[H]c1nc(N([H])[H])nc([H])c1[H],5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
941,[H]c1nc([H])nc(N([H])[H])n1,4.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
116094,[H]C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],3.0,C1,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
14658,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
19989,[H]C1([H])[N@H+]2[C@]3([H])[C@@]2([H])[C@]2([H])[N@H+](C1([H])[H])[C@]32[H],5.0,D2,2,C2v,4,0.5,False,False,2,D2,C2v,False,False
41658,[H]/N=C(\C#N)N([H])/C(C#N)=N/[H],4.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
21607,[H]Oc1c([H])nnc([H])c1O[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
26365,[H]Oc1oc(O[H])c(N([H])[H])c1N([H])[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
40663,[H]C1([H])O[C@]23C([H])([H])C([H])([H])[C@@]2(O1)C([H])([H])C3([H])[H],6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
100912,[H]C#CC(C#C[H])(C([H])([H])O[H])C([H])([H])O[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
26363,[H]Oc1c(N([H])[H])c(N([H])[H])c(O[H])n1[H],5.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
100914,[H]OC([H])([H])C(C#N)(C#N)C([H])([H])O[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
52824,[H]C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])C#CC([H])([H])[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
6027,[H]C([H])([H])C([H])(C#CC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
6047,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],4.0,C2h,4,Ci,2,0.5,False,False,2,C2h,Ci,False,False
14437,[H]C([H])(C#N)C#CC([H])([H])C#N,4.0,C2h,4,C2,2,0.5,False,False,2,C2h,C2,False,False
62289,[H][N-]C1=C([N-][H])OC(C([H])([H])[H])(C([H])([H])[H])O1,5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
14435,[H]C#CC([H])([H])C#CC([H])([H])C#C[H],4.0,C2h,4,C2,2,0.5,False,False,2,C2h,C2,False,False
6525,[H]O[C@]12C([H])=C([H])[C@](O[H])(C1([H])[H])C2([H])[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
14510,[H]C([H])([H])C#CC([H])([H])C([H])([H])C#CC([H])([H])[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
20249,[H]n1nc2c(n1)OC([H])([H])O2,5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
14442,[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C#C[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
10685,[H]O[C@]1([H])[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@]1([H])C([H])([H])[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
10687,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H],3.0,C2,2,C4,4,0.5,False,False,2,C2,C4,False,False
130918,[H]c1nc(F)c(N([H])[H])c(F)n1,7.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
130919,[H]c1c([H])c(N([H])[H])c(F)c(N([H])[H])c1[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
130920,[H]c1nc([H])c(N([H])[H])c(F)c1N([H])[H],6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
3863,O=c1nnonn1,4.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
14454,[H]C(=O)C#CC#CC([H])=O,4.0,C2h,4,D2,2,0.5,False,False,2,C2h,D2,False,False
6951,[H]C([H])(C#N)C(=O)C([H])([H])C#N,4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
10179,[H]N(/C(C(=O)[O-])=[N+](/[H])C([H])([H])[H])C([H])([H])[H],6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
3840,[H]N([H])c1nnc(N([H])[H])n1[H],4.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
3841,[H]N([H])c1nnc(N([H])[H])o1,4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
62871,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],4.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
52825,[H]C([H])([H])C#CC([H])([H])OC([H])([H])C#CC([H])([H])[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
3852,[H]N([H])c1nonc1N([H])[H],4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
26366,[H]Oc1c(O[H])c(O[H])n([H])c1O[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
37247,[H]N1[C@@]2([H])[C@@]3([H])O[C@]4([H])[C@]([H])(N([H])[C@]32[H])[C@]14[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
126578,[H]N(c1nn([H])nc1N([H])C([H])([H])[H])C([H])([H])[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
1107,[H]N(C(=O)C([H])([H])[H])C(=O)C([H])([H])[H],3.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
10986,[H]O[C@]12C([H])([H])C([H])([H])[C@@]1(O[H])C([H])([H])C2([H])[H],5.0,C1,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
10981,[H]C([H])([H])[C@]12C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])C2([H])[H],4.0,D2,2,C2v,4,0.5,False,False,2,D2,C2v,False,False
32036,[H]c1oc([H])c(N([H])C([H])([H])[H])c1N([H])C([H])([H])[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
28498,[H]c1nc(C([H])([H])[H])c(N([H])[H])c(C([H])([H])[H])n1,7.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
936,[H]c1nc([H])c(N([H])[H])c([H])n1,5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
28490,[H]c1c([H])c(C([H])([H])[H])c(N([H])[H])c(C([H])([H])[H])c1[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
36249,[H]C#CC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C#C[H],4.0,C1,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
19965,[H]C1=C([H])[C@]2([H])[C@]3([H])C([H])=C([H])[C@@]1([H])[C@]23[H],4.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
56720,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])C#N)C([H])([H])C#N,4.0,C2,2,D2d,4,0.5,False,False,2,C2,D2d,False,False
28246,[H]C#Cc1c([H])nc(N([H])[H])nc1[H],7.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
32886,[H]C#CC(C#N)(C#N)C#C[H],4.0,D2d,4,Cs,2,0.5,False,False,2,D2d,LOW_SYM,False,False
14449,[H]C([H])(C#N)C([H])([H])C([H])([H])C([H])([H])C#N,4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
127305,[H][N-]C1=C([N-][H])C([H])=NN([H])N=C1[H],5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
28237,[H]c1c([H])c(N([H])[H])c([H])c([H])c1C#N,6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
28236,[H]C#Cc1c([H])c([H])c(N([H])[H])c([H])c1[H],6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
25105,[H]C(=O)c1c([H])oc([H])c1C([H])=O,5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
41236,[H]C1([H])OC([H])([H])[C@]2([H])C([H])([H])OC([H])([H])[C@@]1([H])C2([H])[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
130911,[H]c1c([H])c(F)c(N([H])[H])c(F)c1[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
14534,[H]OC([H])([H])C#CC#CC([H])([H])O[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
130890,[H]c1c([H])c(C([H])([H])[H])c(F)c(C([H])([H])[H])c1[H],5.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
40334,[H]C1([H])OC([H])([H])[C@]23[C@@]4([H])[C@]5([H])[C@]([H])([C@]42[H])[C@@]153,6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
40333,[H]C1([H])O[C@]23[C@@]4([H])[C@]5([H])[C@]([H])([C@]42[H])[C@@]53O1,6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
14573,[H]OC([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])O[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
100888,[H]C#CC(C#C[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
14568,[H]C([H])([H])C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
28242,[H]C#Cc1nc([H])c(N([H])[H])c([H])n1,6.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
130891,[H]c1nc([H])c(C([H])([H])[H])c(F)c1C([H])([H])[H],6.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
933,[H]c1c([H])c([H])c(N([H])[H])c([H])c1[H],4.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
6019,[H]N([H])C(=O)C([H])([H])C([H])([H])C(=O)N([H])[H],4.0,C2h,4,C2,2,0.5,False,False,2,C2h,C2,False,False
8712,[H]OC([H])([H])C(=O)C(=O)C([H])([H])O[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
128795,[H]c1nonc([H])c(=O)c1=O,5.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
121646,[H]C#Cc1nn([H])nc1C#C[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
121651,[H]C#Cc1nonc1C#C[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
12042,[H]C1([H])O[C@]12C([H])([H])[C@]1(OC1([H])[H])C2([H])[H],4.0,Cs,2,C2h,4,0.5,False,False,2,LOW_SYM,C2h,False,False
6000,[H]C([H])([H])C(=O)C#CC(=O)C([H])([H])[H],4.0,C2h,4,C2,2,0.5,False,False,2,C2h,C2,False,False
694,[H]C1([H])C([H])([H])C1([H])C1([H])C([H])([H])C1([H])[H],4.0,C2,2,C2h,4,0.5,False,False,2,C2,C2h,False,False
2595,[H]C([H])(C#N)OC([H])([H])C#N,3.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
2697,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],3.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
6003,[H]N([H])C(=O)C#CC(=O)N([H])[H],4.0,C2h,4,C2,2,0.5,False,False,2,C2h,C2,False,False
2525,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],3.0,C1,1,C3,3,0.5,False,False,2,LOW_SYM,C3,False,False
89,[H]C1([H])C(=O)C([H])([H])C1([H])[H],3.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
72693,[H]C([H])([H])C1=C(C([H])([H])[H])C([H])([H])C2(C1([H])[H])C([H])([H])C2([H])[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
450,[H]N1C(=O)N([H])C([H])([H])C1([H])[H],4.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
452,[H]C1([H])OC(=O)OC1([H])[H],4.0,C2,2,C2v,4,0.5,False,False,2,C2,C2v,False,False
126621,[H]N(c1nonc1N([H])C([H])([H])[H])C([H])([H])[H],5.0,C2v,4,C2,2,0.5,False,False,2,C2v,C2,False,False
130528,[H]Oc1nc(F)nc(O[H])c1[H],7.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
5003,[H]c1nc(=O)nc([H])c([H])c1[H],5.0,C2v,4,Cs,2,0.5,False,False,2,C2v,LOW_SYM,False,False
130511,[H]c1c(F)nc(F)c([H])c1N([H])[H],6.0,Cs,2,C2v,4,0.5,False,False,2,LOW_SYM,C2v,False,False
